http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGDID	Uniprot
CAL0000188338	A0A1D8
CAL0000188334	A0A1D8
CAL0000174389	Q5A2C7
CAL0000174393	A0A1D8
CAL0000188342	A0A1D8
CAL0000188344	A0A1D8
CAL0000188348	A0A1D8
CAL0000174405	A0A1D8
CAL0000174407	A0A1D8
CAL0000188358	A0A1D8
CAL0000188360	A0A1D8
CAL0000174409	Q5ALQ3
CAL0000188367	A0A1D8
CAL0000188365	Q5API4
CAL0000188377	A0A1D8
CAL0000188375	A0A1D8
CAL0000174423	A0A1D8
CAL0000188388	A0A1D8
CAL0000188386	A0A1D8
CAL0000188390	A0A1D8
CAL0000174427	A0A1D8
CAL0000188396	Q5A0L0
CAL0000174429	A0A1D8
CAL0000188404	Q59RI1
CAL0000188406	Q5ADU3
CAL0000174439	A0A1D8
CAL0000174443	Q5A852
CAL0000174445	A0A1D8
CAL0000174449	A0A1D8
CAL0000188412	A0A1D8
CAL0000174456	A0A1D8
CAL0000188418	A0A1D8
CAL0000188424	Q5AKU7
CAL0000188426	A0A1D8
CAL0000188432	A0A1D8
CAL0000174468	A0A1D8
CAL0000188430	Q5AED0
CAL0000174472	A0A1D8
CAL0000188434	Q5A348
CAL0000174476	A0A1D8
CAL0000188440	Q5AF52
CAL0000188444	Q5A6M7
CAL0000188442	A0A1D8
CAL0000188448	A0A1D8
CAL0000174492	A0A1D8
CAL0000174498	A0A1D8
CAL0000174502	A0A1D8
CAL0000188452	Q5AIA2
CAL0000188458	A0A1D8
CAL0000188469	A0A1D8
CAL0000188465	A0A1D8
CAL0000174516	A0A1D8
CAL0000188471	A0A1D8
CAL0000174522	A0A1D8
CAL0000188474	A0A1D8
CAL0000174526	Q59WE5
CAL0000174534	A0A1D8
CAL0000174536	A0A1D8
CAL0000188476	A0A1D8
CAL0000174538	A0A1D8
CAL0000174547	A0A1D8
CAL0000174553	A0A1D8
CAL0000188482	A0A1D8
CAL0000174557	A0A1D8
CAL0000188490	A0A1D8
CAL0000188488	A0A1D8
CAL0000174561	Q5AJB7
CAL0000188496	A0A1D8
CAL0000188500	A0A1D8
CAL0000174573	A0A1D8
CAL0000174575	Q5A8M9
CAL0000188506	A0A1D8
CAL0000188512	Q5A4X4
CAL0000174577	A0A1D8
CAL0000188510	Q5ADN1
CAL0000174579	Q5A1Y2
CAL0000188515	A0A1D8
CAL0000188519	Q5A881
CAL0000174584	A0A1D8
CAL0000174586	A0A1D8
CAL0000188523	A0A1D8
CAL0000174588	A0A1D8
CAL0000174596	A0A1D8
CAL0000174602	A0A1D8
CAL0000188525	A0A1D8
CAL0000174604	A0A1D8
CAL0000174606	Q59VN4
CAL0000188533	A0A1D8
CAL0000188531	A0A1D8
CAL0000174612	A0A1D8
CAL0000188539	Q5ANP6
CAL0000188541	A0A1D8
CAL0000174614	Q5APE6
CAL0000174616	Q59N40
CAL0000174618	Q5A5P9
CAL0000188549	Q5AEH6
CAL0000174632	Q5AGY7
CAL0000174634	Q5AMN0
CAL0000174640	A0A1D8
CAL0000174642	A0A1D8
CAL0000188556	A0A1D8
CAL0000174646	Q59UP8
CAL0000188560	A0A1D8
CAL0000188564	A0A1D8
CAL0000174658	Q5AGB5
CAL0000188568	A0A1D8
CAL0000174668	A0A1D8
CAL0000188570	A0A1D8
CAL0000174670	Q5A5F0
CAL0000188578	A0A1D8
CAL0000188576	A0A1D8
CAL0000202044	A0A1D8
CAL0000188588	Q5AB97
CAL0000174679	A0A1D8
CAL0000174681	A0A1D8
CAL0000188592	A0A1D8
CAL0000188594	A0A1D8
CAL0000174685	Q5AHK0
CAL0000188598	A0A1D8
CAL0000188608	A0A1D8
CAL0000188606	Q5A341
CAL0000174689	Q59YG7
CAL0000174695	Q5A512
CAL0000174699	A0A1D8
CAL0000188618	A0A1D8
CAL0000188624	Q5A6S2
CAL0000188622	Q5A1Z2
CAL0000188626	A0A1D8
CAL0000188628	A0A1D8
CAL0000188634	Q59X73
CAL0000174711	A0A1D8
CAL0000188638	A0A1D8
CAL0000174721	A0A1D8
CAL0000174723	Q5AI35
CAL0000174725	Q59VZ3
CAL0000174729	Q5A905
CAL0000174733	A0A1D8
CAL0000188650	Q5A756
CAL0000188652	A0A1D8
CAL0000174735	A0A1D8
CAL0000174737	A0A1D8
CAL0000174739	A0A1D8
CAL0000188660	A0A1D8
CAL0000188666	A0A1D8
CAL0000174751	A0A1D8
CAL0000188672	Q59PA3
CAL0000188678	A0A1D8
CAL0000174768	A0A1D8
CAL0000174770	Q5A363
CAL0000188698	A0A1D8
CAL0000188696	A0A1D8
CAL0000188694	A0A1D8
CAL0000174772	Q5AI24
CAL0000188703	Q5AJD6
CAL0000188709	Q5A7P4
CAL0000188707	Q5A7J8
CAL0000188719	A0A1D8
CAL0000188723	G1UAS2
CAL0000174788	A0A1D8
CAL0000174790	Q5A948
CAL0000188725	Q5A2C6
CAL0000174798	A0A1D8
CAL0000188731	A0A1D8
CAL0000174804	A0A1D8
CAL0000174806	A0A1D8
CAL0000188735	A0A1D8
CAL0000174810	A0A1D8
CAL0000174812	A0A1D8
CAL0000188737	A0A1D8
CAL0000174822	A0A1D8
CAL0000174828	A0A1D8
CAL0000174836	A0A1D8
CAL0000174840	A0A1D8
CAL0000188749	A0A1D8
CAL0000174842	A0A1D8
CAL0000188751	A0A1D8
CAL0000174850	A0A1D8
CAL0000188753	Q59KP9
CAL0000188755	A0A1D8
CAL0000188763	Q5APB7
CAL0000174856	Q5AK57
CAL0000174858	Q5A5B4
CAL0000188779	A0A1D8
CAL0000174872	A0A1D8
CAL0000188789	A0A1D8
CAL0000188791	Q5A3J2
CAL0000174880	Q5AH10
CAL0000174882	Q5A888
CAL0000174884	A0A1D8
CAL0000188798	A0A1D8
CAL0000174888	Q59YH5
CAL0000174890	Q5A868
CAL0000188810	A0A1D8
CAL0000174892	Q5ADP3
CAL0000188816	A0A1D8
CAL0000188814	Q59LK8
CAL0000188820	A0A1D8
CAL0000188824	A0A1D8
CAL0000188828	A0A1D8
CAL0000188826	Q5AAN7
CAL0000188832	Q5A925
CAL0000174900	A0A1D8
CAL0000174904	A0A1D8
CAL0000174906	A0A1D8
CAL0000188838	Q5AA37
CAL0000174918	A0A1D8
CAL0000174920	Q5ANP3
CAL0000188846	A0A1D8
CAL0000188852	A0A1D8
CAL0000174928	A0A1D8
CAL0000174930	A0A1D8
CAL0000188856	Q59TZ9
CAL0000188870	Q5AGB0
CAL0000188874	Q59UR3
CAL0000174942	A0A1D8
CAL0000174944	A0A1D8
CAL0000188880	A0A1D8
CAL0000174952	A0A1D8
CAL0000174954	Q5AK05
CAL0000174960	A0A1D8
CAL0000188890	Q5AFB4
CAL0000188894	Q59Z18
CAL0000174970	Q59UG2
CAL0000188898	A0A1D8
CAL0000188900	A0A1D8
CAL0000174976	A0A1D8
CAL0000188904	Q5A915
CAL0000174980	A0A1D8
CAL0000188912	Q5A2T3
CAL0000174982	A0A1D8
CAL0000174984	A0A1D8
CAL0000174988	A0A1D8
CAL0000188922	A0A1D8
CAL0000188924	A0A1D8
CAL0000188928	A0A1D8
CAL0000174998	A0A1D8
CAL0000175000	A0A1D8
CAL0000175007	Q5A6N7
CAL0000188934	A0A1D8
CAL0000175009	A0A1D8
CAL0000188940	A0A1D8
CAL0000175017	A0A1D8
CAL0000188946	Q5A4Z1
CAL0000175019	A0A1D8
CAL0000175023	A0A1D8
CAL0000188950	A0A1D8
CAL0000175025	A0A1D8
CAL0000188952	A0A1D8
CAL0000175027	Q5A7M7
CAL0000188954	Q5AF37
CAL0000188956	A0A1D8
CAL0000175041	Q59RB2
CAL0000188958	A0A1D8
CAL0000188970	A0A1D8
CAL0000188976	A0A1D8
CAL0000188984	A0A1D8
CAL0000175047	Q59T93
CAL0000188986	Q5AL46
CAL0000188990	A0A1D8
CAL0000175059	A0A1D8
CAL0000189000	A0A1D8
CAL0000188998	Q59P51
CAL0000189002	A0A1D8
CAL0000175065	A0A1D8
CAL0000175069	A0A1D8
CAL0000175071	A0A1D8
CAL0000175073	Q5A796
CAL0000189008	A0A1D8
CAL0000189010	A0A1D8
CAL0000175075	A0A1D8
CAL0000189018	Q5A5S5
CAL0000175079	A0A1D8
CAL0000189024	A0A1D8
CAL0000175083	Q59T87
CAL0000175090	Q5A3N2
CAL0000175092	Q59LZ7
CAL0000189030	Q5A672
CAL0000175094	A0A1D8
CAL0000189036	A0A1D8
CAL0000175098	A0A1D8
CAL0000189038	Q5A6S7
CAL0000175102	A0A1D8
CAL0000175108	A0A1D8
CAL0000175112	A0A1D8
CAL0000189046	A0A1D8
CAL0000175116	Q5ALP7
CAL0000189052	A0A1D8
CAL0000175120	A0A1D8
CAL0000189062	A0A1D8
CAL0000175122	A0A1D8
CAL0000175124	Q5A8H9
CAL0000189066	Q5A507
CAL0000189064	A0A1D8
CAL0000189070	A0A1D8
CAL0000189072	A0A1D8
CAL0000175128	Q59PS3
CAL0000189079	A0A1D8
CAL0000175132	A0A1D8
CAL0000189083	A0A1D8
CAL0000175136	A0A1D8
CAL0000175140	A0A1D8
CAL0000189087	A0A1D8
CAL0000189089	Q5AL24
CAL0000189093	A0A1D8
CAL0000189095	Q5AC29
CAL0000175157	A0A1D8
CAL0000175159	Q5AJF2
CAL0000189101	Q5AF36
CAL0000189099	A0A1D8
CAL0000175167	A0A1D8
CAL0000189105	A0A1D8
CAL0000175169	A0A1D8
CAL0000175171	A0A1D8
CAL0000175175	Q5A0L2
CAL0000189119	A0A1D8
CAL0000175183	Q5ALU8
CAL0000189131	Q5A7K9
CAL0000189133	A0A1D8
CAL0000175191	Q59P94
CAL0000189135	Q5A4X7
CAL0000189139	A0A1D8
CAL0000189141	A0A1D8
CAL0000175201	Q5AJB3
CAL0000175203	A0A1D8
CAL0000189143	A0A1D8
CAL0000189152	A0A1D8
CAL0000175207	A0A1D8
CAL0000175209	A0A1D8
CAL0000175211	A0A1D8
CAL0000175213	A0A1D8
CAL0000175215	Q59S74
CAL0000189154	A0A1D8
CAL0000175223	A0A1D8
CAL0000189170	Q5AFB1
CAL0000189176	A0A1D8
CAL0000189174	A0A1D8
CAL0000175239	A0A1D8
CAL0000175241	A0A1D8
CAL0000175243	Q5AD22
CAL0000189186	A0A1D8
CAL0000175245	A0A1D8
CAL0000175247	A0A1D8
CAL0000175249	A0A1D8
CAL0000175251	A0A1D8
CAL0000175253	A0A1D8
CAL0000189188	A0A1D8
CAL0000175259	A0A1D8
CAL0000189198	A0A1D8
CAL0000175261	Q59P08
CAL0000189202	A0A1D8
CAL0000189200	A0A1D8
CAL0000175271	Q5AN98
CAL0000189212	A0A1D8
CAL0000189210	A0A1D8
CAL0000175273	A0A1D8
CAL0000189218	A0A1D8
CAL0000175281	A0A1D8
CAL0000175287	A0A1D8
CAL0000189226	A0A1D8
CAL0000175291	A0A1D8
CAL0000175293	Q5AG43
CAL0000175297	A0A1D8
CAL0000189246	Q5ANF1
CAL0000189244	A0A1D8
CAL0000189248	Q59ZH1
CAL0000175310	A0A1D8
CAL0000175316	A0A1D8
CAL0000189265	Q59VY9
CAL0000175328	A0A1D8
CAL0000175330	A0A1D8
CAL0000175332	A0A1D8
CAL0000189279	A0A1D8
CAL0000175336	A0A1D8
CAL0000189285	A0A1D8
CAL0000175340	A0A1D8
CAL0000175342	A0A1D8
CAL0000189297	A0A1D8
CAL0000175352	Q59Q40
CAL0000189299	A0A1D8
CAL0000189305	A0A1D8
CAL0000175358	A0A1D8
CAL0000189307	Q5AJY9
CAL0000189309	Q5ADR2
CAL0000175369	A0A1D8
CAL0000175371	A0A1D8
CAL0000189317	Q5A9A1
CAL0000175375	A0A1D8
CAL0000175379	A0A1D8
CAL0000175383	A0A1D8
CAL0000189321	A0A1D8
CAL0000189329	A0A1D8
CAL0000175395	A0A1D8
CAL0000189333	A0A1D8
CAL0000175401	A0A1D8
CAL0000189339	Q5A4P7
CAL0000175407	Q59T48
CAL0000175409	A0A1D8
CAL0000189350	A0A1D8
CAL0000189348	A0A1D8
CAL0000189346	A0A1D8
CAL0000175419	A0A1D8
CAL0000189352	A0A1D8
CAL0000175421	Q5APA8
CAL0000175425	A0A1D8
CAL0000175436	Q59Y40
CAL0000175438	A0A1D8
CAL0000189362	A0A1D8
CAL0000189366	Q5A222
CAL0000175442	A0A1D8
CAL0000175447	A0A1D8
CAL0000175449	Q59QH2
CAL0000175451	Q5AGX6
CAL0000175453	A0A1D8
CAL0000175455	A0A1D8
CAL0000175459	Q5ADY1
CAL0000189375	A0A1D8
CAL0000189377	A0A1D8
CAL0000175463	A0A1D8
CAL0000175469	A0A1D8
CAL0000189382	A0A1D8
CAL0000189384	Q5AD30
CAL0000175477	Q59WC2
CAL0000175481	Q59T37
CAL0000175483	A0A1D8
CAL0000175485	A0A1D8
CAL0000189390	Q5A350
CAL0000189392	Q59KZ3
CAL0000189398	A0A1D8
CAL0000175495	Q59MZ5
CAL0000189406	A0A1D8
CAL0000175497	Q5A7N6
CAL0000175511	A0A1D8
CAL0000189420	A0A1D8
CAL0000175518	A0A1D8
CAL0000175530	Q59QM3
CAL0000189426	A0A1D8
CAL0000175539	Q5ADX1
CAL0000189436	A0A1D8
CAL0000175549	A0A1D8
CAL0000189453	Q5ACY2
CAL0000175557	A0A1D8
CAL0000175559	Q5AD21
CAL0000175561	A0A1D8
CAL0000189469	A0A1D8
CAL0000175565	A0A1D8
CAL0000189473	Q5AH63
CAL0000175577	A0A1D8
CAL0000189475	A0A1D8
CAL0000175581	A0A1D8
CAL0000189481	A0A1D8
CAL0000189485	A0A1D8
CAL0000189489	A0A1D8
CAL0000189493	A0A1D8
CAL0000189501	A0A1D8
CAL0000189499	A0A1D8
CAL0000175591	Q59TD2
CAL0000175593	Q5AB87
CAL0000175595	A0A1D8
CAL0000189505	A0A1D8
CAL0000189503	Q5A9E7
CAL0000175606	Q5A356
CAL0000189509	A0A1D8
CAL0000189511	Q59MN2
CAL0000175614	A0A1D8
CAL0000175616	A0A1D8
CAL0000189515	A0A1D8
CAL0000189517	A0A1D8
CAL0000189523	A0A1D8
CAL0000189519	A0A1D8
CAL0000175624	A0A1D8
CAL0000175626	A0A1D8
CAL0000175629	Q5AFA6
CAL0000175635	A0A1D8
CAL0000189539	A0A1D8
CAL0000189537	A0A1D8
CAL0000189535	A0A1D8
CAL0000189541	A0A1D8
CAL0000175639	Q59WH5
CAL0000189547	Q5A1C7
CAL0000189554	A0A1D8
CAL0000189560	A0A1D8
CAL0000175655	A0A1D8
CAL0000175657	A0A1D8
CAL0000189564	Q59WI4
CAL0000189572	Q59YC0
CAL0000175667	A0A1D8
CAL0000175669	A0A1D8
CAL0000175674	A0A1D8
CAL0000175685	A0A1D8
CAL0000175689	A0A1D8
CAL0000175695	A0A1D8
CAL0000175697	Q5AEV7
CAL0000175699	A0A1D8
CAL0000189594	A0A1D8
CAL0000175701	A0A1D8
CAL0000175707	A0A1D8
CAL0000189602	A0A1D8
CAL0000189600	Q5A1N7
CAL0000189598	A0A1D8
CAL0000189610	A0A1D8
CAL0000175721	Q59MT5
CAL0000189615	A0A1D8
CAL0000189613	Q5A0H4
CAL0000175723	A0A1D8
CAL0000175727	A0A1D8
CAL0000175730	Q5ABB2
CAL0000175734	A0A1D8
CAL0000189621	Q5A7Q7
CAL0000175736	Q59TA3
CAL0000189623	A0A1D8
CAL0000189629	A0A1D8
CAL0000175743	A0A1D8
CAL0000175745	Q59NG6
CAL0000189638	Q59PR1
CAL0000189636	A0A1D8
CAL0000189640	Q5ANI4
CAL0000175749	Q5AB99
CAL0000189642	A0A1D8
CAL0000175753	Q5AJX6
CAL0000175759	Q5AB74
CAL0000189652	A0A1D8
CAL0000175761	Q59WW1
CAL0000189650	Q59RB0
CAL0000175763	Q5AEB3
CAL0000175765	Q5A3J0
CAL0000189658	A0A1D8
CAL0000175769	A0A1D8
CAL0000189664	Q59X88
CAL0000175771	A0A1D8
CAL0000175773	A0A1D8
CAL0000175775	Q5A5V6
CAL0000175777	A0A1D8
CAL0000175785	Q5APP3
CAL0000189672	A0A1D8
CAL0000189670	A0A1D8
CAL0000189668	Q5APM8
CAL0000175789	A0A1D8
CAL0000175793	A0A1D8
CAL0000175797	A0A1D8
CAL0000175799	A0A1D8
CAL0000175801	Q59ZE2
CAL0000175803	A0A1D8
CAL0000189692	A0A1D8
CAL0000175807	Q59QN5
CAL0000189688	A0A1D8
CAL0000175811	Q5A5P2
CAL0000175815	A0A1D8
CAL0000175817	A0A1D8
CAL0000189704	Q5A299
CAL0000175821	A0A1D8
CAL0000175827	A0A1D8
CAL0000202048	A0A1D8
CAL0000175831	A0A1D8
CAL0000175833	Q59SI3
CAL0000175837	Q59K96
CAL0000189722	Q5AKX1
CAL0000175841	A0A1D8
CAL0000189734	Q59U06
CAL0000175849	Q59RA2
CAL0000175851	A0A1D8
CAL0000189740	A0A1D8
CAL0000189738	A0A1D8
CAL0000175853	A0A1D8
CAL0000189748	A0A1D8
CAL0000189750	Q59UZ0
CAL0000175863	A0A1D8
CAL0000175865	Q5ADM3
CAL0000189758	Q5AEC8
CAL0000175867	Q5ABB3
CAL0000189768	Q59Z12
CAL0000189770	Q59LQ4
CAL0000175885	Q59Z38
CAL0000189788	Q5ADS1
CAL0000175887	A0A1D8
CAL0000189792	Q59RN2
CAL0000175893	A0A1D8
CAL0000175895	A0A1D8
CAL0000189794	A0A1D8
CAL0000189805	Q59TZ8
CAL0000189797	A0A1D8
CAL0000175900	Q59SC0
CAL0000175904	A0A1D8
CAL0000175912	A0A1D8
CAL0000189821	A0A1D8
CAL0000189819	Q5A1D7
CAL0000175914	A0A1D8
CAL0000189823	A0A1D8
CAL0000175918	A0A1D8
CAL0000175920	A0A1D8
CAL0000189831	A0A1D8
CAL0000189829	A0A1D8
CAL0000175924	A0A1D8
CAL0000175926	A0A1D8
CAL0000189838	Q5AEB4
CAL0000175928	A0A1D8
CAL0000189844	A0A1D8
CAL0000189852	A0A1D8
CAL0000189848	A0A1D8
CAL0000175936	A0A1D8
CAL0000175942	A0A1D8
CAL0000175944	A0A1D8
CAL0000175946	A0A1D8
CAL0000175960	A0A1D8
CAL0000175962	A0A1D8
CAL0000189869	A0A1D8
CAL0000175968	A0A1D8
CAL0000175974	Q5A798
CAL0000175980	A0A1D8
CAL0000175984	A0A1D8
CAL0000175986	A0A1D8
CAL0000189877	A0A1D8
CAL0000189875	G1UAJ6
CAL0000175992	Q5AH54
CAL0000189879	Q5AGX8
CAL0000189883	A0A1D8
CAL0000176006	Q5ADQ8
CAL0000176008	A0A1D8
CAL0000176010	Q5A4Y4
CAL0000189891	A0A1D8
CAL0000176014	A0A1D8
CAL0000189893	A0A1D8
CAL0000189902	A0A1D8
CAL0000189908	A0A1D8
CAL0000176020	A0A1D8
CAL0000176022	A0A1D8
CAL0000176024	A0A1D8
CAL0000176032	A0A1D8
CAL0000176034	A0A1D8
CAL0000189921	Q5A867
CAL0000176044	A0A1D8
CAL0000189923	A0A1D8
CAL0000176046	Q5AC02
CAL0000189929	A0A1D8
CAL0000176052	A0A1D8
CAL0000176060	Q5A1Z4
CAL0000189933	A0A1D8
CAL0000176064	A0A1D8
CAL0000176070	Q5A894
CAL0000176073	A0A1D8
CAL0000176075	A0A1D8
CAL0000189939	A0A1D8
CAL0000176089	A0A1D8
CAL0000176091	Q5A014
CAL0000189965	A0A1D8
CAL0000176097	Q5A470
CAL0000189973	Q5ADN2
CAL0000189971	A0A1D8
CAL0000189983	A0A1D8
CAL0000176099	A0A1D8
CAL0000189987	A0A1D8
CAL0000176104	A0A1D8
CAL0000176106	A0A1D8
CAL0000176108	A0A1D8
CAL0000176110	A0A1D8
CAL0000190001	A0A1D8
CAL0000189999	Q59TV1
CAL0000190003	Q5A3K7
CAL0000176126	A0A1D8
CAL0000176130	Q5AG74
CAL0000176134	Q5ADQ2
CAL0000176136	A0A1D8
CAL0000176138	Q5ABA8
CAL0000190017	A0A1D8
CAL0000176140	A0A1D8
CAL0000176146	Q59W33
CAL0000190027	A0A1D8
CAL0000176154	Q5A937
CAL0000176156	Q5AAW4
CAL0000176158	A0A1D8
CAL0000190031	Q5A5V4
CAL0000176162	Q59T45
CAL0000190033	Q5A853
CAL0000176164	A0A1D8
CAL0000176166	Q59WC0
CAL0000190039	A0A1D8
CAL0000176168	A0A1D8
CAL0000176170	Q59VN7
CAL0000176174	Q59WB7
CAL0000176180	A0A1D8
CAL0000176182	A0A1D8
CAL0000176188	A0A1D8
CAL0000190059	A0A1D8
CAL0000176202	Q59VX6
CAL0000176204	Q5ABD5
CAL0000190069	A0A1D8
CAL0000190073	Q59X92
CAL0000176210	A0A1D8
CAL0000190077	A0A1D8
CAL0000190083	A0A1D8
CAL0000176226	A0A1D8
CAL0000176228	Q59U89
CAL0000190091	Q5AK08
CAL0000190089	A0A1D8
CAL0000176231	Q59VH8
CAL0000190097	A0A1D8
CAL0000190103	Q5AEB8
CAL0000176237	A0A1D8
CAL0000190107	A0A1D8
CAL0000190127	Q59MW1
CAL0000190125	A0A1D8
CAL0000190131	A0A1D8
CAL0000190129	Q5AP83
CAL0000190137	A0A1D8
CAL0000190135	A0A1D8
CAL0000190139	A0A1D8
CAL0000176249	A0A1D8
CAL0000176251	A0A1D8
CAL0000190145	Q5A0J5
CAL0000176253	Q5A923
CAL0000190149	A0A1D8
CAL0000176257	A0A1D8
CAL0000190151	Q5AFA8
CAL0000176259	A0A1D8
CAL0000190156	Q5AD68
CAL0000176267	A0A1D8
CAL0000190160	Q59RR5
CAL0000176273	A0A1D8
CAL0000190170	A0A1D8
CAL0000176281	Q59TA8
CAL0000176283	A0A1D8
CAL0000190176	A0A1D8
CAL0000176285	A0A1D8
CAL0000190178	A0A1D8
CAL0000176289	A0A1D8
CAL0000190180	A0A1D8
CAL0000190188	A0A1D8
CAL0000176295	Q59Z33
CAL0000190186	Q59VY8
CAL0000176297	A0A1D8
CAL0000190190	A0A1D8
CAL0000176302	Q5A2A5
CAL0000190198	A0A1D8
CAL0000190202	A0A1D8
CAL0000176316	A0A1D8
CAL0000176322	G1UAS1
CAL0000190208	Q59M52
CAL0000190210	A0A1D8
CAL0000190214	A0A1D8
CAL0000190212	A0A1D8
CAL0000190220	A0A1D8
CAL0000190222	Q5A6A1
CAL0000176334	A0A1D8
CAL0000190230	A0A1D8
CAL0000190232	Q5A6S3
CAL0000176346	A0A1D8
CAL0000176348	A0A1D8
CAL0000176350	Q59SR4
CAL0000176352	Q5A1L6
CAL0000190236	A0A1D8
CAL0000190238	A0A1D8
CAL0000176357	A0A1D8
CAL0000190248	A0A1D8
CAL0000190246	Q59VG1
CAL0000190252	A0A1D8
CAL0000176375	A0A1D8
CAL0000176377	A0A1D8
CAL0000190260	Q5AFD2
CAL0000176383	A0A1D8
CAL0000190268	A0A1D8
CAL0000190266	Q5AF43
CAL0000190275	A0A1D8
CAL0000176391	A0A1D8
CAL0000190286	A0A1D8
CAL0000176395	A0A1D8
CAL0000176399	A0A1D8
CAL0000190288	Q5A513
CAL0000176403	A0A1D8
CAL0000190300	Q59V66
CAL0000190298	Q5A9D7
CAL0000190296	A0A1D8
CAL0000190294	Q5A933
CAL0000190303	A0A1D8
CAL0000176411	A0A1D8
CAL0000176413	A0A1D8
CAL0000176415	A0A1D8
CAL0000190309	Q5A782
CAL0000190319	A0A1D8
CAL0000190327	Q5A6A8
CAL0000176423	A0A1D8
CAL0000190335	A0A1D8
CAL0000190333	Q5A5S3
CAL0000190331	A0A1D8
CAL0000176433	Q5ANC3
CAL0000190343	A0A1D8
CAL0000176437	A0A1D8
CAL0000176439	A0A1D8
CAL0000176444	A0A1D8
CAL0000190347	A0A1D8
CAL0000176446	A0A1D8
CAL0000176448	Q5AD39
CAL0000176450	A0A1D8
CAL0000176460	Q59P36
CAL0000190353	A0A1D8
CAL0000176470	Q5A1E8
CAL0000176472	A0A1D8
CAL0000190363	A0A1D8
CAL0000190365	A0A1D8
CAL0000176476	A0A1D8
CAL0000176478	A0A1D8
CAL0000190373	A0A1D8
CAL0000176488	A0A1D8
CAL0000190383	A0A1D8
CAL0000176496	A0A1D8
CAL0000190381	Q5A3K0
CAL0000190391	Q5AGV3
CAL0000190389	A0A1D8
CAL0000190403	Q5A5Q4
CAL0000190397	A0A1D8
CAL0000190405	Q59QT1
CAL0000176510	A0A1D8
CAL0000190409	A0A1D8
CAL0000176514	A0A1D8
CAL0000190411	A0A1D8
CAL0000176516	Q5A695
CAL0000176518	A0A1D8
CAL0000190423	A0A1D8
CAL0000190429	A0A1D8
CAL0000176520	A0A1D8
CAL0000190433	Q59LF8
CAL0000190441	Q59PS0
CAL0000176530	A0A1D8
CAL0000176532	A0A1D8
CAL0000176534	Q5ABU0
CAL0000190449	A0A1D8
CAL0000190447	A0A1D8
CAL0000176540	Q5A9E8
CAL0000190451	A0A1D8
CAL0000176542	A0A1D8
CAL0000176544	Q59Y37
CAL0000190455	A0A1D8
CAL0000190463	A0A1D8
CAL0000176548	Q59R20
CAL0000190469	A0A1D8
CAL0000190475	A0A1D8
CAL0000190473	A0A1D8
CAL0000190481	A0A1D8
CAL0000190479	Q5ANJ0
CAL0000190493	A0A1D8
CAL0000190499	A0A1D8
CAL0000190497	A0A1D8
CAL0000190505	A0A1D8
CAL0000176560	Q5AAR2
CAL0000176562	Q59X45
CAL0000190513	Q5AD08
CAL0000176572	A0A1D8
CAL0000176576	Q5A2C5
CAL0000176582	A0A1D8
CAL0000176586	A0A1D8
CAL0000190527	Q59R31
CAL0000190525	Q5A2U7
CAL0000190529	A0A1D8
CAL0000176594	Q5A359
CAL0000190531	A0A1D8
CAL0000190535	A0A1D8
CAL0000176598	Q59U54
CAL0000190537	A0A1D8
CAL0000176600	Q5A345
CAL0000190541	A0A1D8
CAL0000176604	A0A1D8
CAL0000176606	Q59KG7
CAL0000176610	A0A1D8
CAL0000190553	Q5A6R1
CAL0000190551	A0A1D8
CAL0000190569	A0A1D8
CAL0000176620	A0A1D8
CAL0000190573	A0A1D8
CAL0000190571	A0A1D8
CAL0000190575	A0A1D8
CAL0000176622	Q5A3J3
CAL0000176630	A0A1D8
CAL0000176632	A0A1D8
CAL0000176640	Q5A785
CAL0000190585	Q5AJX0
CAL0000176642	A0A1D8
CAL0000176644	A0A1D8
CAL0000190593	A0A1D8
CAL0000176655	A0A1D8
CAL0000190595	Q59PH5
CAL0000176657	A0A1D8
CAL0000190599	A0A1D8
CAL0000190597	Q5A0V4
CAL0000176659	A0A1D8
CAL0000176663	Q59TB1
CAL0000176665	A0A1D8
CAL0000190603	A0A1D8
CAL0000176669	A0A1D8
CAL0000190605	A0A1D8
CAL0000190607	A0A1D8
CAL0000176671	Q59P40
CAL0000190609	Q5AG55
CAL0000190617	Q5AGZ8
CAL0000190615	Q5AGF0
CAL0000190613	Q5A7P7
CAL0000176673	Q5AD29
CAL0000176675	A0A1D8
CAL0000176679	A0A1D8
CAL0000190623	A0A1D8
CAL0000176683	A0A1D8
CAL0000176689	A0A1D8
CAL0000176693	Q5AA46
CAL0000176697	A0A1D8
CAL0000190629	A0A1D8
CAL0000190637	Q5A4K0
CAL0000190635	A0A1D8
CAL0000190631	A0A1D8
CAL0000190647	A0A1D8
CAL0000190655	A0A1D8
CAL0000176726	Q5A1F2
CAL0000176728	A0A1D8
CAL0000176732	A0A1D8
CAL0000176734	Q5AHH6
CAL0000176740	A0A1D8
CAL0000176742	Q5ALK3
CAL0000190667	A0A1D8
CAL0000176746	A0A1D8
CAL0000190671	Q59Z55
CAL0000190675	Q59T32
CAL0000190673	A0A1D8
CAL0000176752	A0A1D8
CAL0000176754	A0A1D8
CAL0000190677	A0A1D8
CAL0000176762	A0A1D8
CAL0000190688	A0A1D8
CAL0000176768	Q59WD8
