http://www.candidagenome.org/download/External_id_mappings/gp2protein.cgd.gz
CGD:CAL0000193101	UniProtKB:Q5A0W9
CGD:CAL0000180282	UniProtKB:Q5AG40
CGD:CAL0000196189	UniProtKB:Q92209
CGD:CAL0000182054	UniProtKB:Q59P39
CGD:CAL0000180288	UniProtKB:Q5A4P9
CGD:CAL0000192592	UniProtKB:P40910
CGD:CAL0000178538	UniProtKB:Q5A5N6
CGD:CAL0000185584	UniProtKB:Q5ANP2
CGD:CAL0000201490	UniProtKB:Q9UVL1
CGD:CAL0000194371	UniProtKB:Q59P53
CGD:CAL0000175114	UniProtKB:Q5A872
CGD:CAL0000178545	UniProtKB:Q59P50
CGD:CAL0000196200	UniProtKB:Q59MA9
CGD:CAL0000199701	UniProtKB:Q07730
CGD:CAL0000189056	UniProtKB:Q5A9Z6
CGD:CAL0000192612	UniProtKB:P0CY33
CGD:CAL0000196216	UniProtKB:Q5APC0
CGD:CAL0000201522	UniProtKB:Q5A2Z1
CGD:CAL0000176884	UniProtKB:Q9P843
CGD:CAL0000180322	UniProtKB:Q5AJF1
CGD:CAL0000187299	UniProtKB:Q59VN2
CGD:CAL0000194403	UniProtKB:Q5AP52
CGD:CAL0000178573	UniProtKB:O93827
CGD:CAL0000196232	UniProtKB:Q5A0Y8
CGD:CAL0000199731	UniProtKB:Q59S50
CGD:CAL0000185645	UniProtKB:P30575
CGD:CAL0000176920	UniProtKB:Q9P4E8
CGD:CAL0000178583	UniProtKB:Q59VW6
CGD:CAL0000180348	UniProtKB:Q59UG4
CGD:CAL0000182112	UniProtKB:Q5AAW3
CGD:CAL0000196262	UniProtKB:Q59KC4
CGD:CAL0000189097	UniProtKB:P83776
CGD:CAL0000192659	UniProtKB:O42825
CGD:CAL0000185656	UniProtKB:Q59MN0
CGD:CAL0000201559	UniProtKB:P30418
CGD:CAL0000175165	UniProtKB:Q5AJC0
CGD:CAL0000194442	UniProtKB:Q5AFI4
CGD:CAL0000189107	UniProtKB:Q5AA33
CGD:CAL0000199755	UniProtKB:Q59PT0
CGD:CAL0000192673	UniProtKB:Q5A2Y7
CGD:CAL0000182135	UniProtKB:Q59Q38
CGD:CAL0000196284	UniProtKB:P53698
CGD:CAL0000201569	UniProtKB:P0CY29
CGD:CAL0000175173	UniProtKB:Q5AMQ4
CGD:CAL0000187344	UniProtKB:P0C8K9
CGD:CAL0000189115	UniProtKB:P34948
CGD:CAL0000198101	UniProtKB:Q59X94
CGD:CAL0000185677	UniProtKB:Q5AM60
CGD:CAL0000189123	UniProtKB:O13426
CGD:CAL0000198103	UniProtKB:P0CY24
CGD:CAL0000192685	UniProtKB:Q5AD13
CGD:CAL0000182153	UniProtKB:Q96VB9
CGD:CAL0000190883	UniProtKB:Q59P87
CGD:CAL0000189137	UniProtKB:Q59S27
CGD:CAL0000190895	UniProtKB:Q9HEW1
CGD:CAL0000180412	UniProtKB:Q59LL4
CGD:CAL0000201599	UniProtKB:Q59LP6
CGD:CAL0000182169	UniProtKB:Q5A8K2
CGD:CAL0000175205	UniProtKB:Q59WB9
CGD:CAL0000199795	UniProtKB:Q5AHC0
CGD:CAL0000198152	UniProtKB:Q9P4E5
CGD:CAL0000190913	UniProtKB:Q96W54
CGD:CAL0000190917	UniProtKB:Q5ANE3
CGD:CAL0000190919	UniProtKB:Q59WF4
CGD:CAL0000175219	UniProtKB:Q5AMF7
CGD:CAL0000183898	UniProtKB:Q5A692
CGD:CAL0000199825	UniProtKB:Q9P4E7
CGD:CAL0000199829	UniProtKB:Q59YK4
CGD:CAL0000192725	UniProtKB:Q5AMQ6
CGD:CAL0000175225	UniProtKB:Q5ACL7
CGD:CAL0000183908	UniProtKB:Q5A884
CGD:CAL0000190942	UniProtKB:Q5A119
CGD:CAL0000189182	UniProtKB:P12461
CGD:CAL0000183926	UniProtKB:P31353
CGD:CAL0000199838	UniProtKB:Q5A506
CGD:CAL0000190952	UniProtKB:Q5AAF4
CGD:CAL0000190954	UniProtKB:P40953
CGD:CAL0000201641	UniProtKB:P83783
CGD:CAL0000198191	UniProtKB:Q59MF9
CGD:CAL0000182219	UniProtKB:Q5AFG1
CGD:CAL0000194527	UniProtKB:Q5A1V3
CGD:CAL0000194538	UniProtKB:Q5ACL4
CGD:CAL0000178718	UniProtKB:Q5AF41
CGD:CAL0000196404	UniProtKB:Q59VQ3
CGD:CAL0000182242	UniProtKB:Q5ACK7
CGD:CAL0000175277	UniProtKB:Q59VP0
CGD:CAL0000201667	UniProtKB:Q9B8D6
CGD:CAL0000187472	UniProtKB:Q5AL27
CGD:CAL0000189228	UniProtKB:Q5A5N5
CGD:CAL0000201683	UniProtKB:Q5AI22
CGD:CAL0000199884	UniProtKB:Q5AF95
CGD:CAL0000194570	UniProtKB:Q5AKW3
CGD:CAL0000182282	UniProtKB:P82611
CGD:CAL0000194576	UniProtKB:Q9UW26
CGD:CAL0000201697	UniProtKB:Q5A3M6
CGD:CAL0000201699	UniProtKB:Q5A301
CGD:CAL0000184027	UniProtKB:P31225
CGD:CAL0000192835	UniProtKB:Q5AP66
CGD:CAL0000185825	UniProtKB:Q59N29
CGD:CAL0000177069	UniProtKB:O94091
CGD:CAL0000175312	UniProtKB:Q59VF9
CGD:CAL0000189257	UniProtKB:Q5A917
CGD:CAL0000185831	UniProtKB:Q59TD3
CGD:CAL0000189259	UniProtKB:Q5A7N3
CGD:CAL0000194603	UniProtKB:Q59LU0
CGD:CAL0000196446	UniProtKB:Q5AQ76
CGD:CAL0000177077	UniProtKB:Q5AEF2
CGD:CAL0000199919	UniProtKB:Q59MA6
CGD:CAL0000192847	UniProtKB:O74189
CGD:CAL0000192851	UniProtKB:Q59PR9
CGD:CAL0000194621	UniProtKB:Q5A368
CGD:CAL0000177089	UniProtKB:Q5A723
CGD:CAL0000185849	UniProtKB:P46588
CGD:CAL0000185853	UniProtKB:Q59RH5
CGD:CAL0000199935	UniProtKB:Q5AG56
CGD:CAL0000185855	UniProtKB:Q5AFF7
CGD:CAL0000185859	UniProtKB:P0CY22
CGD:CAL0000187540	UniProtKB:Q5A599
CGD:CAL0000194641	UniProtKB:Q5A416
CGD:CAL0000192883	UniProtKB:P46614
CGD:CAL0000189289	UniProtKB:Q5ACN3
CGD:CAL0000199949	UniProtKB:Q5AQ12
CGD:CAL0000175348	UniProtKB:P0CH96
CGD:CAL0000175344	UniProtKB:Q59Q46
CGD:CAL0000185873	UniProtKB:Q5ANC9
CGD:CAL0000189293	UniProtKB:Q5A2V2
CGD:CAL0000185877	UniProtKB:O60035
CGD:CAL0000184073	UniProtKB:Q59KL6
CGD:CAL0000175354	UniProtKB:Q5A0A9
CGD:CAL0000192887	UniProtKB:Q5ALX8
CGD:CAL0000191081	UniProtKB:O94150
CGD:CAL0000194661	UniProtKB:Q59SU1
CGD:CAL0000177109	UniProtKB:Q5AD34
CGD:CAL0000180554	UniProtKB:P83774
CGD:CAL0000192895	UniProtKB:Q59T36
CGD:CAL0000175363	UniProtKB:O94017
CGD:CAL0000184093	UniProtKB:P0CY32
CGD:CAL0000177117	UniProtKB:Q59SR6
CGD:CAL0000178834	UniProtKB:P43069
CGD:CAL0000184097	UniProtKB:Q5A309
CGD:CAL0000201779	UniProtKB:Q9P926
CGD:CAL0000194672	UniProtKB:Q5A940
CGD:CAL0000187589	UniProtKB:Q59XW9
CGD:CAL0000194674	UniProtKB:O43101
CGD:CAL0000184111	UniProtKB:Q5ALX5
CGD:CAL0000184113	UniProtKB:Q5A449
CGD:CAL0000182375	UniProtKB:Q59MZ9
CGD:CAL0000184115	UniProtKB:Q5AM50
CGD:CAL0000182381	UniProtKB:P83781
CGD:CAL0000201809	UniProtKB:Q59VC6
CGD:CAL0000194687	UniProtKB:Q5AD23
CGD:CAL0000189325	UniProtKB:P42800
CGD:CAL0000175393	UniProtKB:Q5AA40
CGD:CAL0000192933	UniProtKB:Q59X23
CGD:CAL0000189327	UniProtKB:Q5ALL8
CGD:CAL0000180598	UniProtKB:P46586
CGD:CAL0000198341	UniProtKB:O42766
CGD:CAL0000182395	UniProtKB:Q5ABA2
CGD:CAL0000177161	UniProtKB:Q59S78
CGD:CAL0000201825	UniProtKB:Q59S52
CGD:CAL0000191133	UniProtKB:Q5ADP9
CGD:CAL0000196532	UniProtKB:Q8TGH6
CGD:CAL0000201827	UniProtKB:Q59UT5
CGD:CAL0000180608	UniProtKB:Q5AEN6
CGD:CAL0000180612	UniProtKB:Q59VN2
CGD:CAL0000185932	UniProtKB:Q5AEE1
CGD:CAL0000202032	UniProtKB:Q9UW20
CGD:CAL0000178882	UniProtKB:O13332
CGD:CAL0000180616	UniProtKB:Q59YD8
CGD:CAL0000194756	UniProtKB:Q3MNT0
CGD:CAL0000201857	UniProtKB:Q5AB93
CGD:CAL0000200048	UniProtKB:Q5A2W2
CGD:CAL0000177209	UniProtKB:P47834
CGD:CAL0000198392	UniProtKB:Q59NX5
CGD:CAL0000200054	UniProtKB:P87024
CGD:CAL0000177213	UniProtKB:Q9UWF6
CGD:CAL0000196562	UniProtKB:Q873N2
CGD:CAL0000178918	UniProtKB:Q5ADP6
CGD:CAL0000177227	UniProtKB:P43072
CGD:CAL0000198404	UniProtKB:Q5AK42
CGD:CAL0000175471	UniProtKB:Q5ADT9
CGD:CAL0000182452	UniProtKB:Q59M70
CGD:CAL0000200084	UniProtKB:Q59XQ1
CGD:CAL0000185988	UniProtKB:Q5APT8
CGD:CAL0000177240	UniProtKB:Q5AH38
CGD:CAL0000178940	UniProtKB:Q9P840
CGD:CAL0000175489	UniProtKB:Q5AHG6
CGD:CAL0000193017	UniProtKB:Q59ZV5
CGD:CAL0000178942	UniProtKB:Q9P8E3
CGD:CAL0000200104	UniProtKB:Q9UW23
CGD:CAL0000201912	UniProtKB:Q59S72
CGD:CAL0000201918	UniProtKB:Q5AK97
CGD:CAL0000201916	UniProtKB:Q5AGA0
CGD:CAL0000193039	UniProtKB:Q59ST6
CGD:CAL0000182468	UniProtKB:Q5A519
CGD:CAL0000193043	UniProtKB:Q59Y11
CGD:CAL0000184232	UniProtKB:Q5A1E1
CGD:CAL0000198437	UniProtKB:P0CH67
CGD:CAL0000189412	UniProtKB:Q59KG2
CGD:CAL0000178984	UniProtKB:Q5AND1
CGD:CAL0000177264	UniProtKB:G1UB61
CGD:CAL0000182482	UniProtKB:Q5ALW2
CGD:CAL0000178990	UniProtKB:Q5AED9
CGD:CAL0000202036	UniProtKB:Q9UW22
CGD:CAL0000201940	UniProtKB:G1UB63
CGD:CAL0000175514	UniProtKB:Q9HFV5
CGD:CAL0000196618	UniProtKB:Q5A847
CGD:CAL0000186024	UniProtKB:Q5ABC6
CGD:CAL0000182486	UniProtKB:P0C075
CGD:CAL0000175524	UniProtKB:Q5AD49
CGD:CAL0000198463	UniProtKB:P43079
CGD:CAL0000180700	UniProtKB:Q59MJ1
CGD:CAL0000179014	UniProtKB:Q5AJ77
CGD:CAL0000193085	UniProtKB:Q59L89
CGD:CAL0000194858	UniProtKB:Q5A8N2
CGD:CAL0000200169	UniProtKB:Q5A0E2
CGD:CAL0000198473	UniProtKB:Q5AP65
CGD:CAL0000177294	UniProtKB:Q59XX2
CGD:CAL0000201954	UniProtKB:Q5ADQ9
CGD:CAL0000193093	UniProtKB:Q5AI44
CGD:CAL0000191257	UniProtKB:Q59LX5
CGD:CAL0000179030	UniProtKB:Q59UH7
CGD:CAL0000186053	UniProtKB:Q59WG5
CGD:CAL0000187774	UniProtKB:Q5AMG6
CGD:CAL0000173921	UniProtKB:A0A1D8PJQ3
CGD:CAL0000173925	UniProtKB:A0A1D8PHH2
CGD:CAL0000173927	UniProtKB:A0A1D8PR66
CGD:CAL0000173935	UniProtKB:Q5ANA9
CGD:CAL0000173937	UniProtKB:A0A1D8PRJ1
CGD:CAL0000173941	UniProtKB:Q59ST0
CGD:CAL0000187800	UniProtKB:A0A1D8PF56
CGD:CAL0000173943	UniProtKB:A0A1D8PNQ6
CGD:CAL0000187802	UniProtKB:A0A1D8PN83
CGD:CAL0000187810	UniProtKB:Q5AC33
CGD:CAL0000173955	UniProtKB:A0A1D8PPY1
CGD:CAL0000187814	UniProtKB:A0A1D8PMA9
CGD:CAL0000187816	UniProtKB:A0A1D8PMC2
CGD:CAL0000173959	UniProtKB:A0A1D8PPP3
CGD:CAL0000187820	UniProtKB:A0A1D8PPV6
CGD:CAL0000173967	UniProtKB:A0A1D8PMY6
CGD:CAL0000173973	UniProtKB:A0A1D8PSS1
CGD:CAL0000187822	UniProtKB:A0A1D8PII4
CGD:CAL0000187824	UniProtKB:Q5AMR1
CGD:CAL0000187831	UniProtKB:A0A1D8PLT8
CGD:CAL0000173980	UniProtKB:A0A1D8PNG7
CGD:CAL0000187833	UniProtKB:A0A1D8PFH4
CGD:CAL0000187841	UniProtKB:A0A1D8PQL2
CGD:CAL0000173988	UniProtKB:A0A1D8PKI1
CGD:CAL0000187845	UniProtKB:A0A1D8PJT9
CGD:CAL0000187847	UniProtKB:A0A1D8PF44
CGD:CAL0000187854	UniProtKB:A0A1D8PSF4
CGD:CAL0000174002	UniProtKB:A0A1D8PQ84
CGD:CAL0000187856	UniProtKB:A0A1D8PMJ4
CGD:CAL0000187860	UniProtKB:Q5AFD8
CGD:CAL0000174004	UniProtKB:A0A1D8PL67
CGD:CAL0000174006	UniProtKB:Q5AH13
CGD:CAL0000187862	UniProtKB:Q5ACX5
CGD:CAL0000174014	UniProtKB:A0A1D8PN11
CGD:CAL0000174016	UniProtKB:Q5APB5
CGD:CAL0000174018	UniProtKB:A0A1D8PI64
CGD:CAL0000187870	UniProtKB:Q59SC9
CGD:CAL0000187875	UniProtKB:Q59TB4
CGD:CAL0000174026	UniProtKB:Q5ABB5
CGD:CAL0000187877	UniProtKB:Q5A7N4
CGD:CAL0000174029	UniProtKB:A0A1D8PEW7
CGD:CAL0000187887	UniProtKB:A0A1D8PS91
CGD:CAL0000187885	UniProtKB:A0A1D8PFZ3
CGD:CAL0000187891	UniProtKB:Q5ANK4
CGD:CAL0000174037	UniProtKB:A0A1D8PN63
CGD:CAL0000174039	UniProtKB:A0A1D8PLT6
CGD:CAL0000174041	UniProtKB:A0A1D8PCN0
CGD:CAL0000174052	UniProtKB:A0A1D8PG39
CGD:CAL0000174056	UniProtKB:A0A1D8PU86
CGD:CAL0000174058	UniProtKB:A0A1D8PIB5
CGD:CAL0000187913	UniProtKB:Q5ADV2
CGD:CAL0000174068	UniProtKB:Q5A750
CGD:CAL0000187941	UniProtKB:A0A1D8PQ43
CGD:CAL0000187953	UniProtKB:A0A1D8PKE0
CGD:CAL0000187951	UniProtKB:Q5AAR6
CGD:CAL0000174087	UniProtKB:A0A1D8PPL2
CGD:CAL0000187981	UniProtKB:A0A1D8PRF9
CGD:CAL0000187983	UniProtKB:A0A1D8PPJ1
CGD:CAL0000187987	UniProtKB:A0A1D8PFL8
CGD:CAL0000174097	UniProtKB:A0A1D8PPL8
CGD:CAL0000187993	UniProtKB:A0A1D8PLU4
CGD:CAL0000187999	UniProtKB:A0A1D8PPT5
CGD:CAL0000174101	UniProtKB:Q5AJC5
CGD:CAL0000174108	UniProtKB:A0A1D8PF14
CGD:CAL0000174110	UniProtKB:A0A1D8PMM6
CGD:CAL0000188003	UniProtKB:A0A1D8PHX2
CGD:CAL0000188008	UniProtKB:A0A1D8PFS4
CGD:CAL0000174114	UniProtKB:Q5A217
CGD:CAL0000174120	UniProtKB:A0A1D8PR89
CGD:CAL0000188012	UniProtKB:Q59QA9
CGD:CAL0000188018	UniProtKB:A0A1D8PQF7
CGD:CAL0000188016	UniProtKB:A0A1D8PF23
CGD:CAL0000188024	UniProtKB:A0A1D8PDF7
CGD:CAL0000188028	UniProtKB:A0A1D8PSH0
CGD:CAL0000174130	UniProtKB:Q5AH58
CGD:CAL0000188030	UniProtKB:Q5ABA1
CGD:CAL0000188034	UniProtKB:A0A1D8PHK4
CGD:CAL0000174138	UniProtKB:G1UA84
CGD:CAL0000188040	UniProtKB:A0A1D8PQQ7
CGD:CAL0000188044	UniProtKB:Q59KQ4
CGD:CAL0000174146	UniProtKB:A0A1D8PRG2
CGD:CAL0000188052	UniProtKB:Q59TD1
CGD:CAL0000174148	UniProtKB:A0A1D8PKK5
CGD:CAL0000188058	UniProtKB:Q59US5
CGD:CAL0000188062	UniProtKB:Q5AFB3
CGD:CAL0000188060	UniProtKB:A0A1D8PJM5
CGD:CAL0000174160	UniProtKB:A0A1D8PG14
CGD:CAL0000188068	UniProtKB:A0A1D8PQ33
CGD:CAL0000174172	UniProtKB:Q5A3L3
CGD:CAL0000188084	UniProtKB:A0A1D8PTJ7
CGD:CAL0000174174	UniProtKB:A0A1D8PLZ6
CGD:CAL0000188082	UniProtKB:A0A1D8PL97
CGD:CAL0000188080	UniProtKB:Q5AKW1
CGD:CAL0000188086	UniProtKB:A0A1D8PJC8
CGD:CAL0000188088	UniProtKB:A0A1D8PIX8
CGD:CAL0000188094	UniProtKB:Q59V20
CGD:CAL0000188096	UniProtKB:A0A1D8PMT8
CGD:CAL0000174186	UniProtKB:Q5A880
CGD:CAL0000188102	UniProtKB:Q5AJZ3
CGD:CAL0000174192	UniProtKB:Q5A0J3
CGD:CAL0000188106	UniProtKB:A0A1D8PFN6
CGD:CAL0000174196	UniProtKB:G1UAZ1
CGD:CAL0000174198	UniProtKB:Q5A5V8
CGD:CAL0000188111	UniProtKB:Q5AFB7
CGD:CAL0000174200	UniProtKB:A0A1D8PRB3
CGD:CAL0000174202	UniProtKB:A0A1D8PPZ7
CGD:CAL0000174204	UniProtKB:A0A1D8PPB1
CGD:CAL0000188113	UniProtKB:A0A1D8PIP3
CGD:CAL0000174208	UniProtKB:A0A1D8PK86
CGD:CAL0000188123	UniProtKB:Q5AK02
CGD:CAL0000188121	UniProtKB:Q5AHC4
CGD:CAL0000174210	UniProtKB:A0A1D8PSU1
CGD:CAL0000188126	UniProtKB:A0A1D8PJB3
CGD:CAL0000174214	UniProtKB:A0A1D8PGN5
CGD:CAL0000188128	UniProtKB:A0A1D8PU63
CGD:CAL0000174219	UniProtKB:A0A1D8PCJ1
CGD:CAL0000188136	UniProtKB:Q5A9C3
CGD:CAL0000188148	UniProtKB:A0A1D8PDX2
CGD:CAL0000174229	UniProtKB:Q5APB2
CGD:CAL0000188150	UniProtKB:A0A1D8PCK2
CGD:CAL0000174235	UniProtKB:A0A1D8PKB2
CGD:CAL0000188156	UniProtKB:A0A1D8PDC4
CGD:CAL0000174239	UniProtKB:Q5AH99
CGD:CAL0000174243	UniProtKB:A0A1D8PRL7
CGD:CAL0000188182	UniProtKB:A0A1D8PG79
CGD:CAL0000174249	UniProtKB:Q5AKV9
CGD:CAL0000174261	UniProtKB:A0A1D8PK28
CGD:CAL0000188193	UniProtKB:A0A1D8PJU0
CGD:CAL0000174265	UniProtKB:A0A1D8PF08
CGD:CAL0000188197	UniProtKB:A0A1D8PCS6
CGD:CAL0000174269	UniProtKB:A0A1D8PTB3
CGD:CAL0000188199	UniProtKB:A0A1D8PHA7
CGD:CAL0000188205	UniProtKB:A0A1D8PRG1
CGD:CAL0000188207	UniProtKB:A0A1D8PUA9
CGD:CAL0000188209	UniProtKB:A0A1D8PEP2
CGD:CAL0000188220	UniProtKB:A0A1D8PIK6
CGD:CAL0000188218	UniProtKB:A0A1D8PHY2
CGD:CAL0000188222	UniProtKB:A0A1D8PPY3
CGD:CAL0000174285	UniProtKB:A0A1D8PH50
CGD:CAL0000188224	UniProtKB:A0A1D8PT51
CGD:CAL0000188228	UniProtKB:A0A1D8PMH3
CGD:CAL0000174295	UniProtKB:Q5A784
CGD:CAL0000188232	UniProtKB:A0A1D8PH78
CGD:CAL0000188234	UniProtKB:A0A1D8PPL3
CGD:CAL0000188240	UniProtKB:Q59RQ6
CGD:CAL0000188242	UniProtKB:A0A1D8PPL7
CGD:CAL0000188246	UniProtKB:Q59ZZ4
CGD:CAL0000188254	UniProtKB:A0A1D8PU17
CGD:CAL0000188252	UniProtKB:A0A1D8PSI3
CGD:CAL0000174313	UniProtKB:Q5ALU1
CGD:CAL0000188260	UniProtKB:A0A1D8PE74
CGD:CAL0000188264	UniProtKB:A0A1D8PKI4
CGD:CAL0000174315	UniProtKB:A0A1D8PMD7
CGD:CAL0000174323	UniProtKB:Q5A4X9
CGD:CAL0000174326	UniProtKB:A0A1D8PHP5
CGD:CAL0000188276	UniProtKB:A0A1D8PDY3
CGD:CAL0000174332	UniProtKB:Q5A012
CGD:CAL0000174334	UniProtKB:A0A1D8PNS9
CGD:CAL0000174336	UniProtKB:A0A1D8PLH1
CGD:CAL0000188283	UniProtKB:A0A1D8PJW1
CGD:CAL0000188287	UniProtKB:Q59WC9
CGD:CAL0000174346	UniProtKB:A0A1D8PTB8
CGD:CAL0000188293	UniProtKB:A0A1D8PNF7
CGD:CAL0000188301	UniProtKB:A0A1D8PRN0
CGD:CAL0000174348	UniProtKB:A0A1D8PFH7
CGD:CAL0000188307	UniProtKB:A0A1D8PU35
CGD:CAL0000188305	UniProtKB:A0A1D8PKF6
CGD:CAL0000188314	UniProtKB:Q5ABU1
CGD:CAL0000188324	UniProtKB:A0A1D8PJJ7
CGD:CAL0000188322	UniProtKB:A0A1D8PDB7
CGD:CAL0000188326	UniProtKB:A0A1D8PM71
CGD:CAL0000174377	UniProtKB:A0A1D8PT66
CGD:CAL0000174381	UniProtKB:Q5A5R1
CGD:CAL0000174383	UniProtKB:Q59T94
CGD:CAL0000174387	UniProtKB:A0A1D8PRH6
CGD:CAL0000188338	UniProtKB:A0A1D8PH76
CGD:CAL0000188334	UniProtKB:A0A1D8PDI3
CGD:CAL0000174389	UniProtKB:Q5A2C7
CGD:CAL0000174393	UniProtKB:A0A1D8PNM8
CGD:CAL0000188342	UniProtKB:A0A1D8PIB2
CGD:CAL0000188344	UniProtKB:A0A1D8PT24
CGD:CAL0000188348	UniProtKB:A0A1D8PMP4
CGD:CAL0000174405	UniProtKB:A0A1D8PPS7
CGD:CAL0000174407	UniProtKB:A0A1D8PL61
CGD:CAL0000188358	UniProtKB:A0A1D8PIG2
CGD:CAL0000188360	UniProtKB:A0A1D8PF19
CGD:CAL0000174409	UniProtKB:Q5ALQ3
CGD:CAL0000188367	UniProtKB:A0A1D8PKD2
CGD:CAL0000188365	UniProtKB:Q5API4
CGD:CAL0000188377	UniProtKB:A0A1D8PJD5
CGD:CAL0000188375	UniProtKB:A0A1D8PCZ8
CGD:CAL0000174423	UniProtKB:A0A1D8PQB9
CGD:CAL0000188388	UniProtKB:A0A1D8PST6
CGD:CAL0000188386	UniProtKB:A0A1D8PCF2
CGD:CAL0000188390	UniProtKB:A0A1D8PNG4
CGD:CAL0000174427	UniProtKB:A0A1D8PS97
CGD:CAL0000188396	UniProtKB:Q5A0L0
CGD:CAL0000174429	UniProtKB:A0A1D8PD49
CGD:CAL0000188404	UniProtKB:Q59RI1
CGD:CAL0000188406	UniProtKB:Q5ADU3
CGD:CAL0000174439	UniProtKB:A0A1D8PM01
CGD:CAL0000174443	UniProtKB:Q5A852
CGD:CAL0000174445	UniProtKB:A0A1D8PSG2
CGD:CAL0000174449	UniProtKB:A0A1D8PI93
CGD:CAL0000188412	UniProtKB:A0A1D8PJC5
CGD:CAL0000174456	UniProtKB:A0A1D8PP61
CGD:CAL0000188418	UniProtKB:A0A1D8PJ85
CGD:CAL0000188424	UniProtKB:Q5AKU7
CGD:CAL0000188426	UniProtKB:A0A1D8PK91
CGD:CAL0000188432	UniProtKB:A0A1D8PTG5
CGD:CAL0000174468	UniProtKB:A0A1D8PLX6
CGD:CAL0000188430	UniProtKB:Q5AED0
CGD:CAL0000174472	UniProtKB:A0A1D8PGT8
CGD:CAL0000188434	UniProtKB:Q5A348
CGD:CAL0000174476	UniProtKB:A0A1D8PE77
CGD:CAL0000188440	UniProtKB:Q5AF52
CGD:CAL0000188444	UniProtKB:Q5A6M7
CGD:CAL0000188442	UniProtKB:A0A1D8PSM5
CGD:CAL0000188448	UniProtKB:A0A1D8PM64
CGD:CAL0000174492	UniProtKB:A0A1D8PL12
CGD:CAL0000174498	UniProtKB:A0A1D8PKJ0
CGD:CAL0000174502	UniProtKB:A0A1D8PGF0
CGD:CAL0000188452	UniProtKB:Q5AIA2
CGD:CAL0000188458	UniProtKB:A0A1D8PI73
CGD:CAL0000188469	UniProtKB:A0A1D8PPR2
CGD:CAL0000188465	UniProtKB:A0A1D8PDD2
CGD:CAL0000174516	UniProtKB:A0A1D8PKV4
CGD:CAL0000188471	UniProtKB:A0A1D8PSY0
CGD:CAL0000174522	UniProtKB:A0A1D8PRC3
CGD:CAL0000188474	UniProtKB:A0A1D8PGR5
CGD:CAL0000174526	UniProtKB:Q59WE5
CGD:CAL0000174534	UniProtKB:A0A1D8PQD4
CGD:CAL0000174536	UniProtKB:A0A1D8PE37
CGD:CAL0000188476	UniProtKB:A0A1D8PDN5
CGD:CAL0000174538	UniProtKB:A0A1D8PDE2
CGD:CAL0000174547	UniProtKB:A0A1D8PJ68
CGD:CAL0000174553	UniProtKB:A0A1D8PP00
CGD:CAL0000188482	UniProtKB:A0A1D8PL85
CGD:CAL0000174557	UniProtKB:A0A1D8PDY8
CGD:CAL0000188490	UniProtKB:A0A1D8PSK4
CGD:CAL0000188488	UniProtKB:A0A1D8PQY1
CGD:CAL0000174561	UniProtKB:Q5AJB7
CGD:CAL0000188496	UniProtKB:A0A1D8PQE8
CGD:CAL0000188500	UniProtKB:A0A1D8PRQ0
CGD:CAL0000174573	UniProtKB:A0A1D8PHG8
CGD:CAL0000174575	UniProtKB:Q5A8M9
CGD:CAL0000188506	UniProtKB:A0A1D8PDK2
CGD:CAL0000188512	UniProtKB:Q5A4X4
CGD:CAL0000174577	UniProtKB:A0A1D8PMP0
CGD:CAL0000188510	UniProtKB:Q5ADN1
CGD:CAL0000174579	UniProtKB:Q5A1Y2
CGD:CAL0000188515	UniProtKB:A0A1D8PNB3
CGD:CAL0000188519	UniProtKB:Q5A881
CGD:CAL0000174584	UniProtKB:A0A1D8PPN8
CGD:CAL0000174586	UniProtKB:A0A1D8PDG5
CGD:CAL0000188523	UniProtKB:A0A1D8PK15
CGD:CAL0000174588	UniProtKB:A0A1D8PIK8
CGD:CAL0000174596	UniProtKB:A0A1D8PT15
CGD:CAL0000174602	UniProtKB:A0A1D8PRM6
CGD:CAL0000188525	UniProtKB:A0A1D8PLY4
CGD:CAL0000174604	UniProtKB:A0A1D8PKW1
CGD:CAL0000174606	UniProtKB:Q59VN4
CGD:CAL0000188533	UniProtKB:A0A1D8PSH4
CGD:CAL0000188531	UniProtKB:A0A1D8PRM9
CGD:CAL0000174612	UniProtKB:A0A1D8PU81
CGD:CAL0000188539	UniProtKB:Q5ANP6
CGD:CAL0000188541	UniProtKB:A0A1D8PGM4
CGD:CAL0000174614	UniProtKB:Q5APE6
CGD:CAL0000174616	UniProtKB:Q59N40
CGD:CAL0000174618	UniProtKB:Q5A5P9
CGD:CAL0000188549	UniProtKB:Q5AEH6
CGD:CAL0000174632	UniProtKB:Q5AGY7
CGD:CAL0000174634	UniProtKB:Q5AMN0
CGD:CAL0000174640	UniProtKB:A0A1D8PP89
CGD:CAL0000174642	UniProtKB:A0A1D8PEI2
CGD:CAL0000188556	UniProtKB:A0A1D8PEY4
CGD:CAL0000174646	UniProtKB:Q59UP8
CGD:CAL0000188560	UniProtKB:A0A1D8PCC8
CGD:CAL0000188564	UniProtKB:A0A1D8PQQ9
CGD:CAL0000174658	UniProtKB:Q5AGB5
CGD:CAL0000188568	UniProtKB:A0A1D8PMM2
CGD:CAL0000174668	UniProtKB:A0A1D8PEI4
CGD:CAL0000188570	UniProtKB:A0A1D8PD86
CGD:CAL0000174670	UniProtKB:Q5A5F0
