From	To
Q59X73	XP_714231.1
A0A1D8PJF1	XP_721696.1
A0A1D8PLX7	XP_710545.1
A0A1D8PID6	XP_714436.2
Q5AI35	XP_721516.1
Q59VZ3	XP_713759.1
Q5A905	XP_718152.1
A0A1D8PMC1	XP_711448.2
Q5A756	XP_717643.1
A0A1D8PEJ4	XP_723473.2
A0A1D8PRP7	XP_019331047.1
A0A1D8PQK4	XP_720391.1
A0A1D8PDU7	XP_718838.2
A0A1D8PNB7	XP_714590.2
A0A1D8PF49	XP_019330700.1
Q59PA3	XP_711541.1
A0A1D8PQA0	XP_718094.2
Q5A363	XP_716240.1
A0A1D8PU82	XP_719381.1
A0A1D8PKJ3	XP_716099.1
A0A1D8PKC4	XP_716608.1
Q5AI24	XP_721527.1
Q5AJD6	XP_721732.1
Q5A7P4	XP_717794.1
Q5A7J8	XP_717839.1
A0A1D8PFP2	XP_019330725.1
A0A1D8PIH0	XP_714271.2
Q5A948	XP_718283.1
Q5A2C6	XP_715850.1
A0A1D8PKJ8	XP_719920.2
A0A1D8PHF5	XP_019330776.1
A0A1D8PKD7	XP_714703.1
A0A1D8PRJ8	XP_715198.1
A0A1D8PE45	XP_717592.1
A0A1D8PRI0	XP_715225.1
A0A1D8PQD5	XP_019331016.1
A0A1D8PDB1	XP_712231.2
A0A1D8PST9	XP_019331083.1
A0A1D8PPX9	XP_719099.2
A0A1D8PPZ0	XP_719110.1
A0A1D8PM93	XP_712246.1
A0A1D8PF40	XP_019330702.1
A0A1D8PF11	XP_019330695.1
A0A1D8PC75	XP_719041.2
A0A1D8PJA8	XP_721765.2
Q59KP9	XP_710321.1
A0A1D8PL33	XP_712639.2
Q5APB7	XP_723534.1
Q5AK57	XP_721872.1
Q5A5B4	XP_716988.1
A0A1D8PMD4	XP_019330934.1
A0A1D8PNV9	XP_710660.2
A0A1D8PGU6	XP_721015.2
Q5A3J2	XP_716347.1
Q5AH10	XP_721366.1
Q5A888	XP_717931.1
A0A1D8PEW0	XP_711216.2
A0A1D8PS33	XP_718258.2
Q59YH5	XP_714621.1
Q5A868	XP_717950.1
A0A1D8PIH5	XP_714575.2
Q5ADP3	XP_719894.1
A0A1D8PLW9	XP_709942.2
Q59LK8	XP_710617.1
A0A1D8PQ59	XP_719182.2
A0A1D8PQ51	XP_719177.2
A0A1D8PPX4	XP_719083.1
Q5AAN7	XP_718861.1
Q5A925	XP_718132.1
A0A1D8PCM9	XP_019330613.1
A0A1D8PKT2	XP_719828.2
A0A1D8PLG7	XP_722642.2
Q5AA37	XP_718470.1
A0A1D8PDK0	XP_715861.2
Q5ANP3	XP_723073.1
A0A1D8PI44	XP_710147.2
A0A1D8PSY2	XP_711987.2
A0A1D8PEG9	XP_723435.2
A0A1D8PDB6	XP_019330644.1
Q59TZ9	XP_710053.2
Q5AGB0	XP_720577.1
Q59UR3	XP_713338.1
A0A1D8PRJ9	XP_715205.1
A0A1D8PP62	XP_721911.2
A0A1D8PF18	XP_713918.2
A0A1D8PS98	XP_715762.2
Q5AK05	XP_721923.1
A0A1D8PPI6	XP_714320.2
Q5AFB4	XP_720446.1
Q59Z18	XP_714871.1
Q59UG2	XP_713235.1
A0A1D8PMU3	XP_710510.1
A0A1D8PL92	XP_722728.2
A0A1D8PCX5	XP_721486.2
Q5A915	XP_718142.1
A0A1D8PDS4	XP_718453.2
Q5A2T3	XP_716023.1
A0A1D8PHV3	XP_714828.2
A0A1D8PE33	XP_711730.2
A0A1D8PTT8	XP_019331111.1
A0A1D8PNX4	XP_721830.1
A0A1D8PPB4	XP_712307.1
A0A1D8PMQ3	XP_715419.2
A0A1D8PN71	XP_019330958.1
Q5A6N7	XP_717380.1
A0A1D8PGT5	XP_715347.2
A0A1D8PRJ6	XP_715210.1
A0A1D8PQU1	XP_712490.1
Q5A4Z1	XP_716793.1
A0A1D8PFV9	XP_715022.1
A0A1D8PT56	XP_713495.1
A0A1D8PQJ7	XP_720377.1
A0A1D8PQJ9	XP_720383.1
A0A1D8PDH1	XP_710732.2
Q5A7M7	XP_717811.1
Q5AF37	XP_720519.1
A0A1D8PU72	XP_719364.1
Q59RB2	XP_712238.1
A0A1D8PTY5	XP_716451.2
A0A1D8PK43	XP_019330871.1
A0A1D8PEZ7	XP_019330694.1
A0A1D8PKX1	XP_710944.1
Q59T93	XP_712963.1
Q5AL46	XP_722142.1
A0A1D8PQM8	XP_720350.1
A0A1D8PEH8	XP_723461.2
Q59P51	XP_711477.1
A0A1D8PJP4	XP_720041.2
A0A1D8PIF1	XP_712585.2
A0A1D8PRR1	XP_718633.2
A0A1D8PMM1	XP_715530.2
Q5A796	XP_717604.1
A0A1D8PDA9	XP_712230.2
A0A1D8PJ92	XP_721756.2
Q5A5S5	XP_717128.1
A0A1D8PQE9	XP_712404.2
A0A1D8PTF3	XP_712358.2
Q59T87	XP_712969.1
Q5A3N2	XP_716307.1
Q59LZ7	XP_710747.1
Q5A672	XP_717223.1
A0A1D8PP87	XP_721962.2
A0A1D8PLK2	XP_720502.2
A0A1D8PU91	XP_719388.1
Q5A6S7	XP_717340.1
A0A1D8PJ53	XP_019330828.1
A0A1D8PK75	XP_019330869.1
A0A1D8PTJ5	XP_710112.2
A0A1D8PJC1	XP_721727.2
Q5ALP7	XP_722572.1
A0A1D8PTL4	XP_714233.2
A0A1D8PQZ8	XP_721360.2
A0A1D8PDX7	XP_718833.2
A0A1D8PKB0	XP_716598.2
Q5A8H9	XP_718105.1
Q5A507	XP_716778.1
A0A1D8PLY0	XP_710542.2
A0A1D8PUA4	XP_719405.1
A0A1D8PT99	XP_711775.2
Q59PS3	XP_711707.1
A0A1D8PTM3	XP_714234.2
A0A1D8PG90	XP_019330742.1
A0A1D8PFZ9	XP_710480.2
A0A1D8PGV7	XP_721021.2
A0A1D8PEV1	XP_723589.2
Q5AL24	XP_722164.1
A0A1D8PJ99	XP_019330832.1
Q5AC29	XP_719086.1
Q5AJF2	XP_721718.1
Q5AF36	XP_720520.1
A0A1D8PEX2	XP_711209.2
A0A1D8PQY8	XP_721374.2
A0A1D8PJT2	XP_720052.2
A0A1D8PP98	XP_710507.2
A0A1D8PPS6	XP_443846.2
Q5A0L2	XP_715340.1
A0A1D8PJC7	XP_721714.2
Q5ALU8	XP_722527.1
Q5A7K9	XP_717828.1
A0A1D8PSX4	XP_711092.2
Q59P94	XP_711550.1
Q5A4X7	XP_716807.1
A0A1D8PN41	XP_715705.2
A0A1D8PH57	XP_712939.1
Q5AJB3	XP_721755.1
A0A1D8PS18	XP_718230.2
A0A1D8PEM5	XP_019330683.1
A0A1D8PHZ2	XP_716042.1
A0A1D8PPQ9	XP_713817.2
A0A1D8PN40	XP_715706.2
A0A1D8PRJ3	XP_715207.1
Q59S74	XP_712506.1
A0A1D8PG52	XP_719523.2
A0A1D8PQ19	XP_719120.2
Q5AFB1	XP_720450.1
A0A1D8PTK2	XP_710208.2
A0A1D8PQ44	XP_719169.2
A0A1D8PL15	XP_713346.2
A0A1D8PGQ6	XP_715361.2
Q5AD22	XP_719494.1
A0A1D8PID4	XP_714259.2
A0A1D8PT90	XP_710035.2
A0A1D8PL39	XP_712622.2
A0A1D8PTW8	XP_716430.2
A0A1D8PQC0	XP_710561.2
A0A1D8PIA5	XP_714451.2
A0A1D8PPH7	XP_714299.2
A0A1D8PU08	XP_711301.1
Q59P08	XP_711444.1
A0A1D8PU71	XP_719373.1
A0A1D8PGZ6	XP_720959.2
Q5AN98	XP_723214.1
A0A1D8PTV3	XP_716433.1
A0A1D8PNP4	XP_711411.1
A0A1D8PMP9	XP_715433.2
A0A1D8PG01	XP_710472.2
A0A1D8PEK6	XP_723487.2
A0A1D8PJN3	XP_720018.2
A0A1D8PEH1	XP_723453.2
A0A1D8PMZ2	XP_716765.2
Q5AG43	XP_720641.1
A0A1D8PRH0	XP_715244.1
Q5ANF1	XP_723163.1
A0A1D8PGX8	XP_721005.2
Q59ZH1	XP_714907.1
A0A1D8PTU4	XP_716423.1
A0A1D8PRX1	XP_717919.2
Q59VY9	XP_713763.1
A0A1D8PNU5	XP_710953.1
A0A1D8PL60	XP_722764.2
A0A1D8PEJ8	XP_723467.2
A0A1D8PTX9	XP_716461.1
A0A1D8PTT3	XP_716418.1
A0A1D8PIQ7	XP_717143.2
A0A1D8PGR9	XP_715346.2
A0A1D8PEI8	XP_723475.2
A0A1D8PTX8	XP_716439.1
Q59Q40	XP_711831.1
A0A1D8PP30	XP_721879.2
A0A1D8PL90	XP_722724.2
A0A1D8PID0	XP_714435.2
Q5AJY9	XP_721939.1
Q5ADR2	XP_719875.1
A0A1D8PT33	XP_711695.1
A0A1D8PLI4	XP_722640.1
Q5A9A1	XP_718231.1
A0A1D8PME1	XP_716574.2
A0A1D8PQM7	XP_019331020.1
A0A1D8PQE0	XP_712105.2
A0A1D8PLQ2	XP_720444.1
A0A1D8PPK4	XP_714329.1
A0A1D8PKA1	XP_714695.1
A0A1D8PSB1	XP_715769.2
A0A1D8PKA2	XP_714705.1
Q5A4P7	XP_716705.1
Q59T48	XP_712800.1
A0A1D8PEI6	XP_723474.2
A0A1D8PU21	XP_711294.1
A0A1D8PKU7	XP_719868.2
A0A1D8PI75	XP_717658.2
A0A1D8PJA2	XP_721733.2
A0A1D8PT61	XP_713497.1
Q5APA8	XP_723542.1
A0A1D8PH31	XP_019330769.1
Q59Y40	XP_714453.1
A0A1D8PCH2	XP_718156.2
A0A1D8PSL3	XP_019331077.1
Q5A222	XP_715752.1
A0A1D8PFX7	XP_715058.1
A0A1D8PLM6	XP_720490.2
Q59QH2	XP_711971.1
Q5AGX6	XP_721398.1
A0A1D8PKG5	XP_716087.1
A0A1D8PFX5	XP_715049.1
Q5ADY1	XP_719810.1
A0A1D8PKY5	XP_710947.1
A0A1D8PDU6	XP_718853.2
A0A1D8PL57	XP_712625.2
A0A1D8PM54	XP_717222.2
A0A1D8PE43	XP_716535.2
Q5AD30	XP_719486.1
Q59WC2	XP_713891.1
Q59T37	XP_712809.1
A0A1D8PMG6	XP_711855.1
A0A1D8PLK7	XP_720508.2
Q5A350	XP_716252.1
Q59KZ3	XP_710403.1
A0A1D8PHF1	XP_019330779.1
Q59MZ5	XP_711102.1
A0A1D8PQX8	XP_721382.2
Q5A7N6	XP_717802.1
A0A1D8PLL0	XP_720493.2
A0A1D8PTZ2	XP_716478.1
Q59QM3	XP_442666.1
A0A1D8PNX9	XP_721822.2
Q5ADX1	XP_719819.1
A0A1D8PKB5	XP_716612.1
A0A1D8PQS5	XP_712471.1
Q5ACY2	XP_719533.1
A0A1D8PKZ4	XP_713329.1
Q5AD21	XP_719495.1
A0A1D8PKE5	XP_716638.1
A0A1D8PHE5	XP_712798.1
A0A1D8PDV8	XP_718837.1
Q5AH63	XP_721315.1
A0A1D8PDK7	XP_718506.2
A0A1D8PSB8	XP_715781.2
A0A1D8PPC1	XP_019330985.1
A0A1D8PT80	XP_713074.1
A0A1D8PCT5	XP_721456.2
A0A1D8PS66	XP_713431.2
A0A1D8PNY3	XP_721838.2
A0A1D8PN96	XP_714605.2
A0A1D8PHQ7	XP_710371.2
Q59TD2	XP_712924.1
Q5AB87	XP_719047.1
A0A1D8PS29	XP_718247.2
Q5A9E7	XP_718186.1
Q5A356	XP_716246.1
A0A1D8PI89	XP_710235.2
Q59MN2	XP_710991.1
A0A1D8PRS2	XP_718618.1
A0A1D8PLU0	XP_711593.2
A0A1D8PKJ4	XP_716109.1
A0A1D8PD40	XP_711959.2
A0A1D8PQB0	XP_710567.1
A0A1D8PL44	XP_712621.2
A0A1D8PKL7	XP_716077.1
Q5AFA6	XP_720453.1
A0A1D8PTL3	XP_711045.2
A0A1D8PJL4	XP_720003.2
A0A1D8PEB3	XP_711872.2
A0A1D8PEF5	XP_723408.2
A0A1D8PF63	XP_713019.2
Q59WH5	XP_713931.1
Q5A1C7	XP_715548.1
A0A1D8PTW1	XP_716450.1
A0A1D8PKA7	XP_716597.1
A0A1D8PH42	XP_720921.1
Q59WI4	XP_713922.1
Q59YC0	XP_714577.1
A0A1D8PJI4	XP_719972.2
A0A1D8PCY5	XP_019330627.1
A0A1D8PN49	XP_019330954.1
A0A1D8PTR1	XP_019331109.1
A0A1D8PC70	XP_719040.2
A0A1D8PTJ1	XP_710400.2
Q5AEV7	XP_719978.1
Q5AEV7	XP_719992.1
A0A1D8PMG1	XP_711862.2
A0A1D8PQ87	XP_718084.2
A0A1D8PCD0	XP_019330606.1
A0A1D8PDB0	XP_019330637.1
A0A1D8PQ45	XP_719178.2
Q5A1N7	XP_715722.1
A0A1D8PFM7	XP_722169.1
A0A1D8PQ10	XP_719130.2
Q59MT5	XP_711084.1
A0A1D8PMT6	XP_710518.1
Q5A0H4	XP_715377.1
A0A1D8PMN0	XP_715523.2
Q5ABB2	XP_719020.1
Q5A7Q7	XP_717781.1
Q59TA3	XP_712953.1
A0A1D8PSL0	XP_717331.2
A0A1D8PQS0	XP_720309.1
A0A1D8PLM4	XP_720476.2
Q59NG6	XP_711256.1
Q59PR1	XP_711719.1
A0A1D8PDL3	XP_718513.2
Q5ANI4	XP_723132.1
Q5AB99	XP_719033.1
A0A1D8PL14	XP_713322.2
Q5AJX6	XP_721952.1
Q5AB74	XP_719058.1
Q59WW1	XP_714300.1
Q59RB0	XP_712240.1
Q5AEB3	XP_720050.1
Q5A3J0	XP_716349.1
A0A1D8PEE7	XP_709974.1
A0A1D8PKN0	XP_719897.2
Q59X88	XP_714217.1
A0A1D8PP09	XP_721855.2
A0A1D8PN32	XP_715720.2
Q5A5V6	XP_717098.1
A0A1D8PFK1	XP_722143.2
Q5APP3	XP_723409.1
A0A1D8PGN2	XP_019330753.1
A0A1D8PF62	XP_713028.2
Q5APM8	XP_723425.1
A0A1D8PU61	XP_019331123.1
A0A1D8PPL1	XP_716758.2
A0A1D8PLC8	XP_722735.2
A0A1D8PF57	XP_019330696.1
Q59ZE2	XP_714936.1
A0A1D8PF89	XP_019330705.1
Q59QN5	XP_711985.1
A0A1D8PL48	XP_019330902.1
Q5A5P2	XP_717160.1
A0A1D8PQ57	XP_719190.1
A0A1D8PRY6	XP_718190.2
Q5A299	XP_715877.1
A0A1D8PMG7	XP_711859.2
A0A1D8PD74	XP_710017.2
A0A1D8PJ36	XP_718534.2
A0A1D8PNQ8	XP_711424.1
Q59SI3	XP_712643.1
Q59K96	XP_710174.1
Q5AKX1	XP_722210.1
A0A1D8PLP0	XP_720466.2
Q59U06	XP_713085.1
Q59RA2	XP_712248.1
A0A1D8PIA9	XP_019330808.1
A0A1D8PTA8	XP_019331095.1
A0A1D8PRP4	XP_718645.1
A0A1D8PUA6	XP_719414.1
A0A1D8PQR6	XP_720304.1
Q59UZ0	XP_713439.1
A0A1D8PQI1	XP_720397.1
Q5ADM3	XP_719912.1
Q5AEC8	XP_720035.1
Q5ABB3	XP_719019.1
Q59Z12	XP_714877.1
Q59LQ4	XP_710663.1
Q59Z38	XP_714852.1
Q5ADS1	XP_719866.1
Q59RN2	XP_712357.1
A0A1D8PRJ5	XP_715203.1
A0A1D8PRI1	XP_715224.1
A0A1D8PDD4	XP_713585.2
Q59TZ8	XP_710176.2
A0A1D8PH20	XP_019330764.1
Q59SC0	XP_712608.1
A0A1D8PDI0	XP_715867.2
A0A1D8PQ55	XP_719187.1
A0A1D8PRA8	XP_716959.2
Q5A1D7	XP_715538.1
A0A1D8PIZ2	XP_019330823.1
A0A1D8PP99	XP_710494.2
A0A1D8PPC6	XP_711261.2
A0A1D8PNS7	XP_711422.1
A0A1D8PQQ3	XP_720315.1
A0A1D8PFB4	XP_713015.2
A0A1D8PLM1	XP_720484.2
A0A1D8PQ93	XP_718090.2
Q5AEB4	XP_720049.1
A0A1D8PDV2	XP_718854.2
A0A1D8PH63	XP_712922.2
A0A1D8PTN9	XP_716238.1
A0A1D8PM75	XP_019330929.1
A0A1D8PG74	XP_719489.2
A0A1D8PGM6	XP_722591.2
A0A1D8PSM2	XP_717343.2
A0A1D8PLF1	XP_019330909.1
A0A1D8PR91	XP_716964.2
A0A1D8PD75	XP_713654.2
A0A1D8PLD6	XP_019330908.1
A0A1D8PTS0	XP_019331105.1
Q5A798	XP_717602.1
A0A1D8PMS8	XP_715390.2
A0A1D8PT60	XP_713498.1
A0A1D8PIB7	XP_714459.2
A0A1D8PRN6	XP_718660.1
Q5AH54	XP_721325.1
Q5AGX8	XP_721397.1
A0A1D8PM62	XP_717201.1
Q5ADQ8	XP_719879.1
A0A1D8PN25	XP_715730.2
Q5A4Y4	XP_716800.1
A0A1D8PEF9	XP_723439.2
A0A1D8PRK2	XP_715179.1
A0A1D8PQJ2	XP_720394.1
A0A1D8PQJ6	XP_720401.1
A0A1D8PG26	XP_719541.2
A0A1D8PQ34	XP_719161.2
A0A1D8PGT3	XP_715318.2
A0A1D8PNY6	XP_721841.2
A0A1D8PPL4	XP_019330997.1
Q5A867	XP_717951.1
A0A1D8PGT0	XP_715324.2
A0A1D8PLV5	XP_709964.2
Q5AC02	XP_719111.1
A0A1D8PFW3	XP_715034.1
A0A1D8PU15	XP_719308.2
Q5A1Z4	XP_715780.1
A0A1D8PKM5	XP_716107.1
A0A1D8PFZ6	XP_715069.1
Q5A894	XP_717925.1
A0A1D8PLW8	XP_709940.1
A0A1D8PJ13	XP_710072.1
A0A1D8PHY1	XP_713122.2
A0A1D8PSL9	XP_717336.2
Q5A014	XP_715150.1
A0A1D8PMJ7	XP_019330941.1
Q5A470	XP_716547.1
Q5ADN2	XP_719904.1
A0A1D8PHN5	XP_711830.2
A0A1D8PPB0	XP_712308.1
A0A1D8PH80	XP_710597.2
A0A1D8PP37	XP_721896.2
A0A1D8PTZ6	XP_711311.1
A0A1D8PMG9	XP_710310.2
A0A1D8PR61	XP_721296.2
A0A1D8PFY7	XP_710028.2
A0A1D8PI33	XP_713144.2
Q59TV1	XP_713012.1
Q5A3K7	XP_716332.1
A0A1D8PJB1	XP_721739.2
Q5AG74	XP_720612.1
Q5ADQ2	XP_719885.1
A0A1D8PCF7	XP_718141.2
Q5ABA8	XP_719024.1
A0A1D8PD97	XP_019330639.1
A0A1D8PEY8	XP_713937.2
Q59W33	XP_713824.1
A0A1D8PPN1	XP_716736.2
Q5A937	XP_718120.1
Q5AAW4	XP_718787.1
A0A1D8PR41	XP_019331035.1
Q5A5V4	XP_717100.1
Q59T45	XP_712802.1
Q5A853	XP_717965.1
A0A1D8PN14	XP_715742.2
Q59WC0	XP_713893.1
A0A1D8PQH1	XP_720406.1
A0A1D8PMF5	XP_019330935.1
Q59VN7	XP_713661.1
Q59WB7	XP_713895.1
A0A1D8PQS8	XP_712469.2
A0A1D8PE54	XP_711733.1
A0A1D8PU32	XP_719336.1
A0A1D8PLA2	XP_722715.2
Q59VX6	XP_713776.1
Q5ABD5	XP_718997.1
A0A1D8PNB5	XP_714592.2
Q59X92	XP_714213.1
A0A1D8PTH3	XP_712333.2
A0A1D8PEB4	XP_711875.2
A0A1D8PU84	XP_719376.1
A0A1D8PPA9	XP_710505.2
Q59U89	XP_713119.1
Q5AK08	XP_721920.1
A0A1D8PK53	XP_723208.2
Q59VH8	XP_713565.1
A0A1D8PG45	XP_019330739.1
Q5AEB8	XP_720045.1
A0A1D8PFS0	XP_019330726.1
A0A1D8PMS1	XP_715412.1
Q59MW1	XP_711044.1
A0A1D8PQ15	XP_719135.1
A0A1D8PPB2	XP_712297.2
Q5AP83	XP_723565.1
A0A1D8PP67	XP_721932.2
A0A1D8PJB6	XP_721731.2
A0A1D8PHV4	XP_714874.2
A0A1D8PEG8	XP_723424.2
A0A1D8PU28	XP_719309.1
Q5A0J5	XP_715357.1
Q5A923	XP_718134.1
A0A1D8PJR1	XP_720001.2
A0A1D8PQT8	XP_712492.2
Q5AFA8	XP_720452.1
A0A1D8PNI6	XP_720604.2
Q5AD68	XP_719449.1
A0A1D8PKD4	XP_716626.1
Q59RR5	XP_712326.1
A0A1D8PL45	XP_712624.2
A0A1D8PMK0	XP_715558.2
Q59TA8	XP_712948.1
A0A1D8PCI5	XP_718164.2
A0A1D8PDM9	XP_718495.2
A0A1D8PT84	XP_713073.1
A0A1D8PR32	XP_721310.2
A0A1D8PNA8	XP_714586.2
A0A1D8PUB9	XP_719427.1
Q59Z33	XP_714857.1
Q59VY8	XP_713764.1
A0A1D8PPN3	XP_716738.2
A0A1D8PRL3	XP_718687.1
Q5A2A5	XP_715872.1
A0A1D8PTC0	XP_711074.2
A0A1D8PSN8	XP_717364.2
A0A1D8PEJ0	XP_723457.2
Q59M52	XP_710802.1
A0A1D8PS16	XP_718239.2
A0A1D8PU73	XP_719366.1
A0A1D8PU20	XP_711292.1
A0A1D8PCY1	XP_721498.2
Q5A6A1	XP_717194.1
A0A1D8PIN1	XP_714409.1
A0A1D8PGA7	XP_719451.2
Q5A6S3	XP_717344.1
A0A1D8PLT4	XP_720419.2
A0A1D8PSH8	XP_715174.2
Q59SR4	XP_712756.1
Q5A1L6	XP_715741.1
A0A1D8PLR2	XP_720430.2
A0A1D8PHJ0	XP_710918.2
A0A1D8PRR5	XP_718627.2
Q59VG1	XP_713582.1
A0A1D8PQL5	XP_720364.1
A0A1D8PU53	XP_719342.1
A0A1D8PM35	XP_019330928.1
Q5AFD2	XP_720428.1
A0A1D8PTZ8	XP_711309.2
A0A1D8PQE5	XP_712107.2
Q5AF43	XP_720513.1
A0A1D8PLM8	XP_720473.2
A0A1D8PNH7	XP_720595.2
A0A1D8PHP1	XP_711824.2
A0A1D8PGI1	XP_722547.2
Q5A513	XP_710134.2
A0A1D8PC97	XP_019330603.1
Q59V66	XP_713511.1
Q5A9D7	XP_718196.1
A0A1D8PQK6	XP_720380.1
Q5A933	XP_718124.1
A0A1D8PHH7	XP_710919.2
A0A1D8PEK5	XP_723478.2
A0A1D8PJ33	XP_710439.2
A0A1D8PJF6	XP_721685.2
Q5A782	XP_717619.1
A0A1D8PI94	XP_712606.2
Q5A6A8	XP_717187.1
A0A1D8PHJ4	XP_714292.2
A0A1D8PRH3	XP_715234.1
Q5A5S3	XP_717129.1
A0A1D8PEG6	XP_723429.1
Q5ANC3	XP_723191.1
A0A1D8PN53	XP_715691.2
A0A1D8PU60	XP_719356.1
A0A1D8PTA5	XP_710034.2
A0A1D8PKX5	XP_710342.2
A0A1D8PHA0	XP_710610.2
A0A1D8PNR4	XP_711172.1
Q5AD39	XP_719477.1
A0A1D8PNZ2	XP_721834.2
Q59P36	XP_711491.1
A0A1D8PGY1	XP_720963.2
Q5A1E8	XP_715528.1
A0A1D8PCD2	XP_718111.2
A0A1D8PTI2	XP_710395.2
A0A1D8PKA6	XP_714696.1
A0A1D8PR30	XP_721332.2
A0A1D8PIN2	XP_714413.2
A0A1D8PRI2	XP_715213.1
A0A1D8PKE9	XP_716630.2
A0A1D8PMF0	XP_716585.2
A0A1D8PIF7	XP_714248.2
Q5A3K0	XP_716339.1
Q5AGV3	XP_721421.1
A0A1D8PEH2	XP_723447.2
Q5A5Q4	XP_717148.1
A0A1D8PDX5	XP_019330666.1
Q59QT1	XP_712025.1
A0A1D8PHD4	XP_714916.1
A0A1D8PSA4	XP_715766.2
A0A1D8PPF4	XP_711327.1
A0A1D8PFG1	XP_710792.2
Q5A695	XP_717200.1
A0A1D8PDP5	XP_019330655.1
A0A1D8PQQ2	XP_720321.2
A0A1D8PMR6	XP_715421.2
Q59LF8	XP_710565.1
Q59PS0	XP_711710.1
A0A1D8PHZ5	XP_019330798.1
A0A1D8PR47	XP_721317.2
Q5ABU0	XP_719171.1
A0A1D8PPX8	XP_719091.2
A0A1D8PKH6	XP_716617.1
Q5A9E8	XP_718185.1
A0A1D8PEV4	XP_019330689.1
A0A1D8PM69	XP_717188.2
Q59Y37	XP_714456.1
A0A1D8PDA4	XP_019330642.1
A0A1D8PEA2	XP_717611.2
Q59R20	XP_712153.1
A0A1D8PQN3	XP_019331022.1
A0A1D8PTU7	XP_716419.1
A0A1D8PQ72	XP_718058.2
A0A1D8PMK6	XP_715549.2
Q5ANJ0	XP_723124.1
A0A1D8PFN2	XP_722182.2
A0A1D8PIA1	XP_019330807.1
A0A1D8PFE5	XP_710795.2
A0A1D8PIG7	XP_714267.2
Q5AAR2	XP_718839.1
Q59X45	XP_714257.1
Q5AD08	XP_719506.1
A0A1D8PFP1	XP_019330723.1
Q5A2C5	XP_715851.1
A0A1D8PDJ5	XP_715863.2
A0A1D8PGI8	XP_019330750.1
Q59R31	XP_712142.1
Q5A2U7	XP_716009.1
A0A1D8PTL7	XP_714227.2
Q5A359	XP_716243.1
A0A1D8PTL5	XP_019331103.1
A0A1D8PH79	XP_710602.2
Q59U54	XP_713154.1
A0A1D8PJG7	XP_721689.2
Q5A345	XP_716256.1
A0A1D8PIJ4	XP_714553.2
A0A1D8PQ35	XP_719166.2
Q59KG7	XP_710233.1
A0A1D8PP29	XP_019330982.1
Q5A6R1	XP_717356.1
A0A1D8PGP3	XP_715379.2
A0A1D8PKI7	XP_716116.1
A0A1D8PTI9	XP_710399.2
A0A1D8PQ64	XP_710069.2
A0A1D8PJM4	XP_720008.2
A0A1D8PJM4	XP_720055.2
A0A1D8PFL2	XP_722163.2
Q5A3J3	XP_716346.1
A0A1D8PTB4	XP_711769.2
A0A1D8PFV1	XP_715018.1
Q5A785	XP_717615.1
Q5AJX0	XP_721959.1
A0A1D8PJ58	XP_721785.2
A0A1D8PJW9	XP_723093.2
A0A1D8PNH5	XP_720588.1
A0A1D8PTV8	XP_716437.1
Q59PH5	XP_711583.1
A0A1D8PUA3	XP_719429.1
Q5A0V4	XP_715451.1
A0A1D8PKP3	XP_019330885.1
Q59TB1	XP_712945.1
A0A1D8PKD9	XP_716620.1
A0A1D8PU55	XP_719360.1
A0A1D8PCI9	XP_718154.2
A0A1D8PU56	XP_719354.1
A0A1D8PF88	XP_713009.2
Q59P40	XP_711488.1
Q5AG55	XP_720630.1
Q5AGZ8	XP_721378.1
Q5AGF0	XP_720539.1
Q5A7P7	XP_717791.1
Q5AD29	XP_719487.1
A0A1D8PRL6	XP_718677.1
A0A1D8PNN4	XP_019330970.1
A0A1D8PGT1	XP_715323.2
A0A1D8PJ34	XP_710647.2
A0A1D8PJT8	XP_019330856.1
Q5AA46	XP_718461.1
A0A1D8PJY8	XP_723128.2
A0A1D8PKK7	XP_716104.1
Q5A4K0	XP_716748.1
A0A1D8PNS2	XP_711174.2
A0A1D8PIK9	XP_714542.2
A0A1D8PGE7	XP_722511.2
A0A1D8PLE0	XP_722679.1
Q5A1F2	XP_715524.1
A0A1D8PLT7	XP_711585.2
A0A1D8PS69	XP_713415.2
Q5AHH6	XP_720944.1
A0A1D8PIE9	XP_714571.2
Q5ALK3	XP_722617.1
A0A1D8PQC7	XP_712088.2
A0A1D8PIP5	XP_717121.2
Q59Z55	XP_714834.1
Q59T32	XP_712814.1
A0A1D8PEG5	XP_723436.2
A0A1D8PFZ0	XP_019330733.1
A0A1D8PJ57	XP_710440.2
A0A1D8PCD3	XP_718113.2
A0A1D8PMW6	XP_019330950.1
A0A1D8PKA5	XP_716595.1
Q59WD8	XP_713876.1
Q59VZ6	XP_713757.1
A0A1D8PPE9	XP_711330.2
A0A1D8PCT0	XP_721429.2
A0A1D8PR21	XP_721344.2
A0A1D8PFX1	XP_715055.1
A0A1D8PIF4	XP_714569.2
Q5AKW2	XP_722219.1
Q5A6N5	XP_717382.1
A0A1D8PGR6	XP_715345.2
A0A1D8PS73	XP_713424.1
A0A1D8PFD7	XP_716290.2
Q5AHD3	XP_720986.1
A0A1D8PI29	XP_716060.2
A0A1D8PT91	XP_713071.2
A0A1D8PNJ4	XP_720614.2
A0A1D8PM15	XP_711542.2
Q5AHZ3	XP_721557.1
A0A1D8PL68	XP_019330903.1
Q59NN4	XP_711325.1
A0A1D8PLB2	XP_722707.2
